age, workclass, education-num, marital-status, occupation, relationship, race, sex, hours-per-week, native-country,earns
43,2,13,0,1,2,1,1,45,11,1
26,4,12,0,12,2,1,1,75,11,0
47,1,12,0,9,2,2,1,40,30,1
37,3,14,0,3,4,1,0,50,11,1
25,6,13,1,0,0,1,1,40,11,0
41,6,11,0,6,2,1,1,45,11,1
39,4,10,1,3,0,1,0,10,11,0
45,1,16,0,3,2,1,1,40,11,1
37,3,9,0,6,2,1,1,40,11,0
30,6,9,1,9,0,1,1,40,11,0
34,6,7,0,12,2,4,1,60,11,0
22,6,10,1,9,0,1,1,25,11,0
18,6,9,1,9,0,1,1,30,11,0
22,6,9,1,1,5,1,0,40,11,0
55,6,10,4,10,3,1,0,10,11,0
56,6,10,0,4,4,1,0,35,11,1
74,2,13,0,4,4,1,0,6,11,1
18,6,9,1,10,0,1,0,40,11,0
39,6,10,4,5,5,1,1,40,11,0
33,3,8,1,5,5,1,1,36,11,0
28,6,13,1,4,5,1,0,40,11,0
38,6,9,4,10,5,1,0,40,11,0
53,1,10,4,4,5,1,0,40,11,0
44,4,8,0,0,2,1,1,55,11,1
32,3,9,1,11,5,4,1,40,11,0
58,6,13,0,3,2,1,1,40,11,1
28,6,9,4,0,0,1,1,40,11,0
33,3,14,0,3,2,1,1,40,11,1
33,6,11,0,6,2,1,1,45,11,1
51,6,9,4,10,5,1,0,32,11,0
51,6,9,4,4,5,1,0,40,11,0
39,4,5,0,6,2,1,1,40,11,0
32,6,9,0,5,2,1,1,66,11,0
45,6,13,4,4,3,1,0,45,11,0
19,6,10,1,4,0,1,1,20,11,0
21,6,9,1,10,0,1,1,40,9,0
76,6,9,0,3,2,1,1,20,11,0
46,3,10,0,10,2,1,1,40,11,0
27,6,10,1,4,5,0,0,40,11,0
51,6,9,6,6,5,1,1,60,11,0
19,6,9,1,4,0,1,0,20,11,0
30,0,11,1,3,5,1,0,40,11,0
46,6,9,0,4,4,1,0,12,11,1
68,6,10,0,6,2,1,1,48,11,0
36,6,13,0,3,2,1,1,60,11,1
71,6,9,2,8,3,1,0,20,11,0
32,6,10,1,12,0,4,1,40,11,0
43,6,9,6,4,3,1,0,40,11,0
33,6,9,6,6,5,1,1,50,11,0
24,3,10,1,7,5,1,1,40,11,0
38,6,11,4,10,3,1,0,36,11,0
76,6,10,2,1,5,2,0,37,11,0
35,4,9,1,10,3,1,0,5,0,0
23,6,13,1,1,0,1,1,40,11,0
46,3,10,0,9,2,1,1,40,11,0
44,2,10,0,0,2,1,1,50,11,1
30,6,9,0,10,1,1,0,40,11,0
51,6,9,4,10,3,1,0,15,11,0
18,4,7,1,12,0,1,1,24,11,0
23,6,6,1,6,0,1,1,18,11,0
53,1,14,0,0,2,1,1,40,11,1
25,6,10,1,4,1,1,0,40,11,0
44,6,14,0,0,2,0,1,40,11,1
49,6,14,0,1,2,1,1,40,11,1
28,6,9,6,10,3,1,1,40,33,0
58,4,14,0,1,2,1,1,40,11,1
36,6,9,4,4,3,1,0,35,11,0
32,6,9,1,6,5,1,1,40,11,1
26,6,13,0,3,4,1,0,40,11,1
25,6,9,0,12,2,1,1,50,11,0
19,6,6,1,10,1,1,0,24,11,0
39,6,9,0,10,4,1,0,40,2,1
44,6,9,1,4,0,1,0,40,11,0
32,6,9,0,5,2,1,1,42,11,0
57,6,9,6,1,3,1,0,40,11,0
64,6,5,0,10,4,0,0,40,11,0
46,3,14,1,3,5,1,0,45,11,1
37,6,13,1,4,0,1,0,40,11,0
22,6,11,1,1,0,1,0,40,11,0
30,6,6,0,6,2,1,1,40,11,0
33,3,13,1,3,5,1,0,40,11,0
32,6,9,1,1,5,1,1,40,11,0
23,4,9,1,9,0,1,0,35,11,0
40,3,9,1,4,1,0,0,40,11,0
21,6,9,1,10,0,2,1,40,30,0
48,6,14,1,5,5,1,1,40,11,0
41,6,13,4,5,5,1,1,40,11,0
37,6,6,0,12,2,1,1,40,11,0
30,3,14,1,3,5,1,0,45,11,0
49,6,13,0,3,4,1,0,50,11,1
38,0,10,4,0,3,1,0,40,11,0
44,6,3,0,5,2,1,1,32,9,0
62,4,13,0,1,2,1,1,40,11,1
47,6,9,0,5,4,1,0,40,1,0
35,6,11,4,6,5,1,1,50,11,0
44,0,13,1,12,5,1,1,40,11,0
30,0,13,1,0,0,1,0,40,11,0
28,4,9,1,6,0,1,1,45,11,0
57,6,9,0,10,4,0,0,50,11,0
26,0,13,1,0,5,1,1,40,11,0
38,6,11,0,9,2,1,1,48,11,1
44,4,10,4,5,5,1,1,40,11,0
35,6,4,0,1,2,1,1,40,11,0
40,0,14,0,3,2,1,1,58,11,0
50,4,10,0,3,2,1,1,25,11,0
37,2,9,0,6,2,1,1,60,11,1
26,6,13,0,2,4,1,0,12,11,0
64,6,10,1,2,5,1,1,40,11,1
30,6,1,5,9,3,1,1,40,9,0
29,6,9,0,6,2,1,1,40,11,0
28,6,9,0,5,2,1,1,50,11,1
28,6,10,1,3,5,1,1,25,11,0
33,0,13,0,0,2,2,1,40,30,0
24,6,9,1,9,5,1,0,30,11,0
26,0,9,4,11,3,1,1,40,11,0
77,4,13,2,3,5,1,0,20,11,0
25,1,10,1,0,0,1,1,9,11,0
53,6,8,0,9,1,1,1,40,11,0
38,6,7,4,4,5,1,0,44,11,0
30,6,14,0,3,2,1,1,47,11,1
39,4,9,0,6,2,1,1,40,31,0
51,4,16,4,1,5,1,1,50,11,1
49,2,13,0,1,2,1,1,85,11,1
51,6,10,4,3,3,1,0,40,11,0
47,4,9,1,10,5,1,0,48,11,0
36,6,5,1,12,3,0,0,40,11,0
62,6,2,0,8,4,0,0,30,11,0
40,4,14,4,3,5,1,0,45,11,0
30,1,10,1,4,3,0,0,40,11,0
39,6,13,0,0,2,1,1,40,11,0
47,3,14,0,3,2,1,1,50,11,0
28,3,9,1,7,5,1,1,40,11,0
23,6,13,1,1,5,1,0,40,11,0
57,6,13,6,0,3,1,0,40,11,0
33,6,3,1,5,1,1,1,40,25,0
58,6,9,0,11,2,1,1,24,11,0
46,4,10,0,6,2,1,1,55,11,0
23,6,9,0,0,2,1,1,55,11,0
32,6,13,1,1,1,1,1,32,11,0
43,6,13,0,5,2,1,1,40,11,0
34,6,6,6,0,3,1,0,45,11,0
23,6,10,1,1,0,1,1,40,11,0
38,6,13,0,0,4,1,0,40,11,1
59,6,9,0,5,2,1,1,40,11,1
22,6,7,1,6,3,1,1,40,27,0
50,0,14,0,3,2,1,1,46,11,1
44,6,13,0,4,2,1,1,40,11,1
56,0,10,4,4,5,1,0,40,11,0
36,6,9,4,5,5,1,1,40,11,0
20,6,9,1,9,1,0,1,40,11,0
38,4,9,0,1,2,1,1,55,11,0
29,6,9,6,1,5,1,1,50,11,0
32,0,12,0,3,2,1,1,20,11,0
36,6,10,4,0,3,1,0,35,11,0
19,0,12,1,4,0,1,0,18,11,0
37,0,9,4,10,3,1,0,40,11,0
22,6,13,1,0,0,1,0,15,11,0
42,6,13,0,1,2,1,1,45,11,1
22,6,10,1,4,0,1,1,20,11,0
35,2,13,0,3,2,1,1,45,11,1
21,6,10,1,10,0,1,0,25,11,0
43,4,16,0,3,2,1,1,42,11,1
18,6,7,1,10,0,1,1,24,11,0
28,6,7,1,10,5,0,1,40,11,0
32,6,16,1,3,5,1,1,45,11,0
49,3,7,4,10,0,1,0,60,11,0
38,3,10,0,4,4,1,0,40,11,0
21,6,9,1,5,0,1,1,40,11,0
22,6,6,1,1,0,1,1,15,11,0
34,3,14,0,3,4,1,0,35,11,1
32,6,10,0,3,2,1,1,45,11,0
33,6,10,0,2,2,1,1,20,11,0
41,6,10,4,1,5,1,1,52,11,0
38,6,9,0,5,2,1,1,40,11,0
58,0,13,2,2,3,1,0,40,11,1
44,6,10,0,5,2,1,1,35,11,0
61,6,13,0,5,2,1,1,40,11,1
35,6,10,1,2,1,1,0,40,11,0
36,6,9,0,1,2,1,1,50,11,0
44,6,10,5,4,3,1,0,40,11,0
35,6,9,4,6,5,1,1,40,11,0
43,6,13,4,3,5,1,0,38,11,0
51,2,9,0,0,2,1,1,50,11,1
23,6,9,1,12,5,1,1,53,11,0
59,6,9,0,10,2,1,1,40,11,0
18,6,9,1,10,0,1,0,12,9,0
23,6,10,1,5,0,1,0,15,39,0
24,6,9,1,2,3,1,0,40,11,0
57,6,6,4,6,3,1,1,40,11,0
28,6,10,1,0,5,1,1,35,11,0
59,6,13,0,0,2,1,1,50,11,1
39,6,9,1,4,5,1,1,48,11,0
26,6,9,0,5,2,1,1,50,11,0
17,6,7,1,1,0,1,0,23,11,0
45,4,15,0,3,2,1,1,40,11,1
64,3,9,0,3,4,1,0,20,11,0
55,6,14,1,3,5,1,0,40,11,0
47,6,9,0,6,2,1,1,16,11,0
43,6,10,0,9,2,2,1,40,4,0
46,4,9,4,10,3,1,0,40,11,0
54,6,9,0,0,2,1,1,40,11,1
26,6,13,1,3,5,2,1,40,4,0
28,0,13,1,3,5,1,0,40,11,0
57,6,11,4,4,3,1,0,40,11,0
35,6,9,0,5,2,1,1,40,11,0
61,4,9,0,6,2,1,1,40,39,0
48,6,10,4,0,5,1,0,65,11,0
30,4,13,4,1,5,1,1,55,11,1
70,4,11,0,12,2,1,1,40,11,0
30,3,5,4,12,3,1,0,40,9,0
34,6,9,1,0,5,1,0,40,11,0
26,6,13,1,0,5,1,0,40,11,0
41,4,8,4,6,3,1,1,40,11,0
19,6,10,1,9,5,1,1,30,11,0
59,6,9,0,5,2,0,1,40,11,0
30,3,9,0,6,2,1,1,70,39,1
52,6,9,0,6,2,1,1,32,11,0
43,6,13,4,1,3,1,0,50,11,0
51,0,13,0,3,2,0,1,40,11,1
31,6,10,0,12,2,1,1,40,11,0
19,6,9,1,6,0,1,0,40,11,0
29,6,11,1,4,5,1,1,70,11,0
40,6,9,0,6,2,1,1,45,11,0
40,6,11,0,4,2,1,1,40,11,0
45,6,7,1,6,5,1,1,40,2,0
58,0,9,1,4,5,1,1,40,11,0
28,3,14,1,3,5,1,0,50,11,0
43,3,13,1,3,5,1,0,40,11,1
40,0,13,1,0,0,1,0,40,11,0
55,6,10,4,2,3,0,0,56,11,0
18,6,9,1,1,0,1,0,24,11,0
36,6,9,0,6,2,3,1,40,11,1
21,6,9,1,1,0,1,0,30,11,0
45,6,14,0,0,2,1,1,40,11,1
53,6,13,0,12,2,1,1,60,11,0
33,6,9,0,4,2,1,1,40,11,0
35,4,10,4,10,3,1,0,20,11,0
35,6,9,1,1,0,1,0,29,11,0
41,6,9,6,4,3,0,0,40,11,0
44,4,13,0,1,2,1,1,45,11,1
61,6,9,4,1,5,1,1,40,11,0
18,6,10,1,10,0,1,0,12,11,0
42,0,13,1,0,5,1,0,38,11,0
28,6,9,4,0,5,1,0,40,11,0
53,6,9,0,9,2,1,1,40,11,1
51,6,9,4,4,3,1,0,40,11,0
32,6,13,1,3,5,0,0,40,11,0
35,6,9,0,9,2,1,1,40,11,0
44,6,13,4,5,3,1,0,56,11,0
38,0,13,1,3,5,1,0,40,11,0
28,0,13,0,7,2,1,1,50,11,1
36,6,9,1,5,1,0,0,40,11,0
40,0,13,4,4,1,0,0,32,11,0
37,6,11,4,1,5,1,0,40,11,0
18,6,7,1,10,0,1,0,20,11,0
51,6,10,4,1,3,0,0,50,11,0
42,6,10,1,1,5,1,1,80,11,1
41,6,11,4,4,0,1,0,40,12,0
32,0,13,0,4,2,1,1,38,11,1
24,6,10,1,5,0,1,1,40,11,0
63,6,6,2,5,5,1,0,20,11,0
67,2,10,0,1,2,1,1,40,11,1
36,6,9,4,3,3,0,0,50,11,0
52,6,8,0,0,2,1,1,60,11,1
32,6,9,0,5,2,1,1,40,11,1
38,6,10,0,4,2,1,1,45,11,0
33,6,13,1,3,5,2,1,10,13,0
50,6,9,4,1,3,1,0,40,11,0
55,6,9,4,4,5,1,0,40,11,0
30,6,9,4,6,5,1,0,40,11,0
40,4,3,0,6,2,3,1,8,25,0
36,6,9,0,5,2,1,1,40,11,1
50,6,2,5,10,5,1,1,40,9,0
45,6,13,0,6,2,1,1,40,11,1
22,6,9,0,8,4,1,0,40,11,0
34,6,9,0,1,2,1,1,50,11,1
37,6,10,0,0,2,1,1,60,11,0
57,6,4,2,10,3,0,0,29,11,0
31,6,9,1,11,5,1,1,40,11,0
32,6,10,1,10,5,0,1,40,11,0
31,6,9,4,6,5,1,1,40,11,0
29,6,9,6,11,3,1,0,30,11,0
30,0,13,0,3,2,1,1,40,11,0
43,4,9,0,0,2,1,1,50,11,0
50,6,16,0,3,2,1,1,50,11,1
37,3,13,4,3,1,1,0,60,11,0
59,3,14,6,3,0,0,0,35,11,0
18,3,9,1,4,0,1,0,40,11,0
25,6,13,1,10,0,1,1,43,11,0
36,6,10,0,6,2,1,1,52,33,0
17,6,6,1,1,0,1,0,12,11,0
55,3,9,0,6,2,1,1,40,11,1
47,3,9,0,10,1,1,1,40,11,0
18,6,10,1,10,0,1,1,30,11,0
46,1,10,0,4,2,1,1,80,11,1
31,6,9,1,6,1,0,1,40,11,0
61,6,9,0,5,2,1,1,40,11,0
28,6,1,1,12,5,1,1,38,9,0
43,1,13,0,3,2,1,1,40,11,1
26,6,13,1,0,5,1,0,50,11,0
32,6,9,0,11,2,1,1,40,11,0
52,1,9,0,7,2,1,1,40,11,0
55,6,14,1,3,5,1,0,40,11,0
67,6,9,2,4,3,1,0,40,11,0
25,6,10,1,10,5,1,1,48,11,0
33,6,13,0,3,2,1,1,50,11,1
29,6,12,1,0,1,1,0,38,11,0
20,6,10,1,8,0,1,0,40,11,0
36,6,4,4,1,5,3,0,35,11,0
21,2,10,1,12,0,1,1,60,11,0
26,6,9,1,10,5,0,0,16,11,0
52,6,12,1,5,0,2,1,40,11,0
34,6,13,0,1,2,1,1,50,11,1
47,6,3,0,5,2,1,1,40,11,0
37,6,11,1,3,5,1,0,48,11,1
37,3,13,1,3,5,1,0,45,11,0
42,6,9,4,2,5,1,1,40,9,1
23,6,10,1,9,0,1,0,25,11,0
37,6,9,1,11,5,1,1,50,11,0
45,6,16,0,3,2,1,1,40,11,1
28,1,10,1,2,3,4,0,40,11,0
89,6,13,0,1,2,1,1,40,11,0
54,3,14,4,3,3,0,0,37,11,1
23,6,10,1,4,0,1,1,24,11,0
35,6,9,1,5,5,1,0,40,11,0
37,6,9,0,9,2,1,1,40,11,0
31,1,9,1,4,5,1,0,40,11,0
24,6,13,1,2,0,1,1,42,11,0
52,6,10,1,5,5,1,1,40,11,0
35,6,9,0,1,2,1,1,40,11,0
51,6,14,0,0,2,1,1,40,11,1
41,6,9,0,0,2,1,1,65,11,1
57,0,10,0,4,4,1,0,40,11,1
22,6,9,1,1,0,3,1,40,11,0
37,6,13,0,12,2,1,1,45,11,0
74,6,9,2,4,5,1,1,35,11,1
56,6,9,1,1,5,1,1,40,20,0
33,6,9,4,0,5,1,1,48,11,0
31,3,10,0,7,2,1,1,30,11,0
41,3,13,0,3,2,1,1,35,11,1
26,6,13,4,4,3,1,0,40,11,0
59,3,6,2,10,5,1,0,25,2,0
23,6,9,0,1,5,0,1,60,11,0
35,6,9,0,11,2,1,1,40,11,0
50,0,11,4,4,3,1,0,40,10,0
52,4,10,4,3,5,1,0,32,11,0
31,6,10,0,0,4,1,0,40,11,0
37,6,9,5,10,3,0,0,35,26,0
48,6,10,0,6,2,1,1,40,11,0
50,3,10,4,7,5,1,1,40,11,0
30,6,9,0,9,2,1,1,40,11,0
24,6,9,0,10,2,1,1,40,11,0
57,4,9,0,6,2,1,1,60,11,0
49,4,11,4,11,5,1,1,48,11,0
23,6,13,1,0,5,1,1,40,2,0
20,6,10,1,1,5,0,0,36,11,0
56,6,13,0,0,4,2,0,50,11,1
57,1,14,4,0,5,1,0,60,11,1
20,6,10,1,7,0,1,1,40,11,0
43,6,9,6,6,5,1,1,35,11,0
41,2,15,0,3,2,2,1,50,13,1
45,6,10,4,1,5,1,1,40,11,0
36,6,9,0,5,2,1,1,45,9,0
62,1,5,4,10,3,1,0,40,11,0
19,2,9,1,10,0,1,1,6,11,0
24,6,10,0,0,2,1,1,50,11,0
19,4,9,1,2,0,1,1,20,11,0
32,6,13,0,1,2,1,1,40,11,0
44,4,10,1,4,5,1,0,45,11,0
53,3,4,0,11,2,0,1,40,11,0
45,6,4,0,10,2,2,1,36,35,0
39,6,14,1,0,5,1,1,50,11,1
55,6,14,0,3,2,1,1,25,11,1
30,6,13,1,1,5,1,1,55,11,0
39,1,10,0,0,2,2,1,40,11,1
23,3,9,1,7,5,1,1,45,11,0
28,4,13,1,1,5,1,0,48,11,0
42,6,11,0,6,2,4,1,40,11,1
35,6,9,4,5,5,1,1,40,11,0
39,6,9,1,10,5,1,0,25,11,0
29,6,13,4,2,3,1,0,20,11,0
21,4,9,1,12,0,2,1,35,11,0
35,6,14,0,4,2,1,1,38,2,0
42,6,10,0,0,2,1,1,40,11,0
28,6,5,1,5,5,1,1,30,11,0
50,6,1,0,12,2,0,1,40,26,0
37,4,15,0,3,2,1,1,50,11,1
20,6,9,1,5,1,1,1,40,11,0
46,4,10,0,0,4,1,0,50,11,0
28,6,10,1,2,3,1,0,40,11,0
32,6,10,6,10,5,1,0,38,11,0
20,6,5,1,11,3,1,1,35,11,0
38,3,13,0,7,2,1,1,40,11,0
36,6,13,1,3,5,1,0,45,39,0
30,6,14,1,3,5,1,0,16,11,0
35,6,14,1,0,5,1,0,45,11,1
30,0,14,4,3,5,4,1,50,11,0
56,6,5,4,7,5,1,1,40,11,0
30,6,5,5,12,5,1,1,40,9,0
64,6,2,0,5,2,1,1,40,12,0
49,6,9,0,6,4,0,0,40,11,0
55,6,9,0,10,1,1,0,33,11,0
24,6,7,1,1,0,0,0,20,11,0
23,6,9,4,1,5,1,0,30,11,0
31,6,10,1,4,3,0,0,39,11,0
50,6,9,4,9,5,1,1,38,11,0
33,6,9,0,1,2,1,1,55,11,0
24,6,13,1,1,5,1,0,40,11,0
37,6,8,0,10,4,1,0,45,11,0
31,4,6,1,11,5,1,1,60,11,0
21,6,13,1,4,0,0,0,38,11,0
18,6,10,1,1,0,1,1,10,11,0
25,6,9,1,6,0,1,1,40,11,0
25,6,10,1,3,3,1,0,60,11,0
62,4,10,2,0,5,1,0,20,11,0
35,6,11,0,2,2,1,1,48,11,1
26,6,10,4,3,5,1,0,40,11,0
47,6,9,1,10,5,0,1,40,11,0
25,6,12,1,0,5,1,0,40,11,0
33,6,11,1,3,5,1,0,40,11,0
28,6,13,1,9,0,1,1,40,11,0
42,4,15,0,3,2,1,1,40,11,1
50,6,14,0,0,2,1,1,40,11,1
61,6,2,0,9,2,1,1,40,9,0
50,6,9,0,5,2,1,1,40,11,0
51,6,9,0,1,2,1,1,50,11,1
37,6,10,0,2,2,1,1,39,11,0
25,6,13,1,4,5,1,0,35,11,0
38,6,13,0,4,2,2,1,42,11,1
60,1,15,0,3,2,2,1,60,30,1
74,6,10,0,1,2,1,1,24,11,1
37,6,14,0,3,2,1,1,70,11,0
26,6,13,1,0,5,1,1,40,11,0
39,6,10,0,0,2,1,1,40,11,1
35,6,6,0,4,4,1,0,36,11,0
43,3,14,2,3,3,0,0,40,11,0
31,2,9,0,1,2,1,1,50,11,1
35,2,10,0,0,2,1,1,50,11,0
30,6,10,4,1,3,1,0,65,0,0
22,6,9,1,10,0,1,0,20,11,0
36,6,4,4,5,5,1,0,40,11,0
19,6,10,1,1,0,1,0,34,11,0
36,6,9,4,6,5,1,1,75,11,0
29,0,13,1,7,0,1,0,40,11,0
30,3,10,1,7,5,1,0,40,11,0
31,6,9,0,4,4,1,0,40,11,0
27,6,9,1,1,0,0,1,40,11,0
17,6,7,1,4,0,1,0,15,11,0
36,6,9,0,6,2,1,1,40,11,1
43,6,13,0,4,2,1,1,40,11,1
46,4,5,0,1,2,1,1,40,11,0
24,6,9,1,4,1,0,0,20,11,0
42,6,10,1,11,5,0,1,40,11,0
55,0,10,0,6,2,1,1,43,11,1
61,4,11,2,6,3,1,0,40,0,0
20,6,9,1,1,0,1,0,10,27,0
60,6,10,0,1,2,1,1,40,11,0
24,6,11,0,4,4,1,0,40,11,0
33,6,13,0,3,2,1,1,51,11,0
67,4,10,1,3,5,1,0,50,11,1
34,6,9,1,0,5,1,1,50,11,0
34,6,10,0,10,4,1,0,30,11,0
38,6,10,4,3,0,1,0,40,11,0
50,6,13,4,0,5,1,0,40,11,0
45,6,10,0,6,2,1,1,46,11,0
18,6,9,1,1,0,1,1,35,11,0
40,6,11,2,4,3,1,0,30,11,0
37,2,10,4,6,3,1,0,40,0,0
35,6,6,0,5,2,1,1,45,11,0
22,6,10,1,3,0,1,0,25,11,0
33,6,9,6,6,5,1,1,40,11,0
42,3,10,0,4,4,1,0,40,11,1
36,6,10,4,5,0,3,1,40,9,0
41,6,10,0,0,2,1,1,60,11,0
39,6,9,4,4,3,1,0,40,11,0
63,6,10,0,9,2,2,1,40,30,1
52,6,10,0,1,2,1,1,60,12,1
36,6,6,1,10,3,1,0,35,11,0
27,6,14,1,1,5,1,1,42,9,0
19,6,7,1,10,0,1,0,15,39,0
66,6,10,1,3,5,1,0,40,11,1
74,0,10,2,0,5,0,1,40,11,1
37,6,11,0,6,2,1,1,45,11,0
52,4,9,0,6,2,1,1,50,13,1
44,6,14,6,0,5,1,1,40,11,1
24,6,13,1,1,5,1,1,65,11,0
31,6,11,1,4,5,0,1,45,11,0
42,2,10,0,0,2,1,1,40,11,1
35,6,13,0,3,4,1,0,15,11,1
35,2,11,0,6,2,1,1,55,11,0
26,0,15,1,3,5,1,0,80,11,0
39,4,10,0,5,4,1,0,40,11,0
38,6,13,0,4,2,1,1,50,11,0
39,3,13,0,0,2,2,1,40,13,1
35,6,13,0,2,2,1,1,40,11,1
40,6,9,0,6,4,1,0,45,11,0
64,6,15,2,3,5,1,0,40,11,1
49,6,13,0,3,2,1,1,45,20,0
26,6,6,0,9,2,1,1,38,11,0
44,6,3,5,6,5,1,1,45,11,0
34,2,13,4,0,3,0,1,50,11,1
54,6,10,2,2,3,1,0,40,11,0
22,6,10,1,10,0,1,0,10,11,0
64,6,12,0,6,2,1,1,40,11,1
22,6,9,1,1,0,1,0,20,11,0
40,2,13,0,0,2,1,1,55,11,1
36,6,9,0,5,2,1,1,40,11,1
49,6,10,4,4,5,1,0,40,11,0
42,6,9,0,6,2,1,1,40,11,1
48,6,13,4,0,5,1,0,50,11,1
27,6,8,1,6,0,1,1,40,11,0
30,6,7,0,0,2,1,1,40,11,0
22,6,9,1,1,5,1,0,28,11,0
36,6,9,0,6,2,1,1,45,11,0
53,6,10,4,4,1,1,0,40,11,0
32,6,9,6,6,5,1,1,40,11,0
48,6,10,0,0,2,1,1,50,11,0
40,6,12,0,1,2,1,1,40,11,1
24,6,13,0,3,2,1,1,40,11,0
35,4,15,0,3,2,1,1,40,11,1
35,4,10,0,6,2,1,1,40,11,1
28,6,13,4,4,5,1,0,40,11,0
30,6,9,6,11,3,0,1,80,11,0
37,6,13,1,0,5,1,0,50,11,0
23,6,9,1,1,1,0,1,40,37,0
17,6,6,1,1,0,1,0,22,11,0
47,6,9,0,0,2,1,1,55,11,1
43,6,10,0,3,2,1,1,40,11,1
39,3,10,0,0,2,4,1,40,11,1
37,6,9,0,4,2,1,1,40,1,0
23,6,9,0,1,4,0,0,35,11,0
41,6,9,4,1,3,1,0,40,11,0
22,6,9,1,10,5,0,0,35,11,0
39,6,16,4,0,5,1,0,60,24,1
65,6,9,0,6,2,1,1,50,11,1
61,3,13,1,3,5,1,0,63,11,1
20,6,8,1,10,5,1,1,30,9,0
37,3,9,4,10,3,1,0,55,11,0
39,6,13,4,1,5,1,1,60,11,0
27,6,9,1,10,5,0,1,40,11,0
32,4,6,0,0,2,1,1,55,11,0
54,6,10,4,4,5,1,0,35,11,0
39,6,13,0,3,2,1,1,40,11,1
17,6,7,1,10,1,0,1,20,11,0
19,6,7,1,1,3,1,0,25,11,0
55,3,10,4,4,5,0,1,40,11,0
36,6,12,6,2,5,1,0,3,11,0
27,6,7,0,6,2,1,1,40,11,0
23,6,10,1,5,5,0,0,40,11,0
38,3,13,0,3,4,1,0,55,11,0
22,6,9,1,6,0,1,1,40,11,0
31,6,13,0,0,4,1,0,40,11,1
53,6,13,0,0,2,1,1,60,11,1
67,3,13,0,0,2,1,1,20,11,0
42,6,9,0,4,2,1,1,55,11,1
31,6,10,1,1,5,1,1,40,11,0
22,6,6,0,9,2,1,1,40,11,0
50,6,9,2,4,1,0,0,40,11,0
41,2,12,0,3,2,1,1,50,11,1
42,2,13,0,0,2,1,1,50,11,1
20,6,10,1,1,0,1,0,20,11,0
18,6,9,1,1,0,2,0,40,11,0
31,6,4,1,5,1,1,0,20,9,0
56,6,10,0,0,2,1,1,40,11,1
23,6,9,0,6,2,1,1,40,11,0
23,6,13,1,4,5,1,0,46,11,0
54,4,9,0,1,2,1,1,50,11,1
34,6,12,0,1,2,1,1,38,11,1
36,6,10,0,0,2,0,1,10,11,0
29,6,11,6,4,3,0,0,40,11,0
67,6,5,0,8,4,1,0,6,11,0
48,1,13,0,4,2,1,1,48,11,1
53,0,14,1,3,5,1,0,46,11,1
42,6,4,0,6,2,1,1,50,11,1
56,6,9,0,12,2,1,1,20,11,0
40,6,9,1,10,1,0,1,40,11,0
55,0,13,4,4,5,1,1,40,11,1
61,6,4,0,6,2,1,1,40,11,0
35,4,13,0,3,4,1,0,40,11,1
42,6,9,0,6,2,1,1,50,31,0
32,6,10,0,11,2,1,1,60,11,1
19,6,10,1,5,5,1,1,40,11,0
21,6,12,1,4,0,1,1,40,11,0
39,6,9,0,11,2,1,1,40,11,1
22,6,9,6,4,1,1,0,40,11,0
23,6,9,1,1,5,1,0,35,11,0
49,6,7,0,11,2,1,1,70,11,0
49,3,7,0,9,2,1,1,40,7,0
34,6,6,6,10,3,2,0,4,11,0
46,6,7,0,6,2,1,1,32,11,0
26,6,10,0,10,2,1,1,40,11,0
38,6,9,4,6,5,1,1,41,11,0
59,6,6,0,11,2,0,1,40,11,0
24,6,12,4,5,5,1,1,40,11,0
26,6,11,1,4,5,1,0,40,11,0
41,6,10,0,1,2,1,1,50,11,0
27,6,9,1,4,5,1,1,38,11,0
23,6,9,1,9,0,1,1,35,11,0
19,6,5,0,11,2,1,1,40,11,0
39,6,9,1,6,0,1,1,40,11,0
46,6,10,0,6,4,1,0,40,11,1
28,4,9,1,0,0,1,1,40,11,0
62,6,9,4,10,5,1,0,40,11,0
28,6,12,1,4,0,1,1,35,11,0
35,1,9,1,4,3,1,0,40,11,0
38,6,9,0,6,2,1,1,42,11,0
53,2,16,4,0,5,1,1,60,11,1
29,6,13,0,3,2,1,1,50,11,1
17,6,8,1,10,0,1,0,8,11,0
45,3,9,1,4,5,1,0,37,11,0
20,6,9,1,6,1,1,1,40,11,0
59,3,9,0,10,2,1,1,40,11,0
37,6,14,1,3,3,1,0,40,11,0
27,6,10,1,9,0,1,1,40,11,0
29,6,13,0,1,2,1,1,40,11,1
63,6,6,0,6,2,1,1,40,11,0
39,6,10,4,6,0,1,0,50,11,1
20,6,10,1,10,0,1,1,40,11,0
20,6,9,1,6,5,1,1,35,11,0
53,2,15,0,3,2,1,1,60,11,1
35,1,13,5,0,5,0,1,40,11,0
40,6,9,4,0,5,1,0,60,11,0
35,6,14,0,4,2,1,1,45,11,1
38,1,14,0,0,2,1,1,40,11,1
47,6,9,4,4,5,1,0,40,11,0
32,0,10,0,3,4,1,0,40,11,1
43,2,13,0,12,4,1,0,60,11,1
20,6,10,1,10,0,1,0,30,11,0
33,6,9,6,2,5,1,1,40,11,0
23,6,10,1,0,0,1,1,45,11,0
50,6,15,0,0,2,1,1,50,11,1
60,6,10,4,2,5,1,0,50,11,0
56,6,16,0,0,2,1,1,60,11,1
37,6,10,0,6,2,1,1,40,11,0
